Id,Age,Genre,Education,Pays,Ethnicité,Neuroticisme,Extraversion,Ouverture,Agréabilité,Conscienciosité,Impulsivité,Recherche de sensations,Alcohol,Amphetamines,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Methadone,Magic mushrooms,Nicotine,Semeron,Volatile substance abuse
268,35-44,Male,Certificat ou diplome professionel,UK,Noir,27,1.45421,37,-0.45321,-0.00665,18.83% ,11.62% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
269,45-54,Female,Matrise,UK,Blanc,26,1.74091,0.58331,0.43852,2.04506,18.83% ,11.19% ,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,
270,35-44,Female,Matrise,UK,Noir,27,0.16767,-0.84732,-0.76096,0.12331,14.64% ,3.77% ,4,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
271,45-54,Female,Matrise,UK,Blanc,17,2.12700,1.65653,0.76096,0.75830,10.34% ,13.21% ,6,0,0,0,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,
272,45-54,Female,Matrise,UK,Blanc,0.73545,-0.69509,0.44585,0.28783,31,16.29% ,11.19% ,6,1,1,0,6,1,5,0,0,0,0,0,1,0,2,1,2,0,0,
273,55-64,Male,Doctorat,UK,Blanc,26,0.00332,-0.01928,0.28783,-0.00665,11.46% ,8.97% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
274,25-34,Female,Université,UK,Blanc,0.22393,0.16767,-1.11902,0.28783,0.25953,16.29% ,11.83% ,6,3,3,4,6,3,6,3,0,2,0,2,3,2,0,1,4,0,0,
275,35-44,Male,Matrise,UK,Blanc,0.22393,0.96248,0.14143,-0.91699,0.58489,18.83% ,11.19% ,6,1,6,5,6,3,4,1,1,1,0,1,0,1,0,0,6,0,0,
276,35-44,Female,Matrise,UK,Blanc,0.41667,-0.43999,0.14143,0.43852,1.63088,14.64% ,11.83% ,4,0,0,0,6,1,4,1,0,1,0,1,0,0,0,0,2,0,0,
277,55-64,Male,Doctorat,UK,Blanc,27,0.47617,-0.58331,-0.30172,-0.52745,18.83% ,11.19% ,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,
278,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,26,1.45421,1.06238,0.76096,-0.14277,11.46% ,11.62% ,5,2,2,2,5,4,5,3,0,3,0,2,0,2,0,3,3,0,0,
279,45-54,Female,Université,UK,Blanc,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,16.29% ,11.19% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
280,45-54,Male,Matrise,UK,Blanc,24,0.80523,0.29338,0.43852,0.41594,13.63% ,11.19% ,5,1,0,2,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,
281,55-64,Male,Matrise,UK,Blanc,-0.05188,0.16767,0.72330,-0.01729,-0.89891,16.29% ,8.97% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
282,45-54,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,0.04257,-0.30033,30,-0.15487,-0.14277,16.29% ,8.97% ,5,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
283,45-54,Female,Matrise,UK,Blanc,-0.05188,0.00332,0.14143,0.94156,0.93949,13.63% ,13.21% ,5,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,
284,45-54,Male,Université,UK,Blanc,27,1.58487,0.14143,-0.30172,0.75830,13.63% ,13.21% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
285,35-44,Male,Certificat ou diplome professionel,Autre,Blanc,25,-0.80615,0.72330,-0.45321,0.25953,7.85% ,11.83% ,3,2,2,3,6,2,5,2,0,2,0,0,0,0,0,2,6,0,0,
286,35-44,Male,Université,UK,Blanc,27,1.28610,-0.71727,-0.30172,0.25953,14.64% ,11.83% ,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,0,
287,45-54,Female,Université,UK,Blanc,0.22393,30,-0.17779,-1.34289,-0.14277,14.64% ,3.77% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
288,45-54,Male,Matrise,UK,Blanc,0.31287,0.32197,-0.45174,0.43852,-0.89891,18.83% ,11.83% ,3,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,
289,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.62967,0.32197,-0.71727,-0.30172,-0.00665,18.83% ,4.62% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
290,25-34,Female,Matrise,UK,Blanc,19,0.63779,-0.71727,1.61108,1.13407,14.64% ,7.00% ,4,0,1,0,6,2,5,0,0,0,0,0,0,0,0,0,6,0,0,
291,35-44,Female,Certificat ou diplome professionel,UK,Noir,27,0.96248,-0.84732,1.45039,0.93949,14.64% ,4.62% ,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
292,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,0.62967,-1.09207,0.44585,-0.76096,-0.40581,14.64% ,11.19% ,5,1,0,0,4,5,5,0,0,0,0,0,0,0,0,0,4,0,0,
293,45-54,Female,Certificat ou diplome professionel,UK,Blanc,-0.05188,-0.15487,-0.58331,-0.60633,0.41594,16.29% ,11.19% ,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
295,25-34,Female,Certificat ou diplome professionel,UK,Blanc,1.13281,0.00332,-0.17779,-0.76096,-0.40581,13.63% ,11.83% ,3,1,1,0,3,3,6,0,0,0,0,0,0,0,0,0,6,0,1,
296,18-24,Female,À quitté l'école à 17 ans,UK,Blanc,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,16.29% ,8.97% ,5,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
297,35-44,Male,Certificat ou diplome professionel,UK,Blanc,1.37297,-0.43999,0.14143,-0.01729,-0.00665,16.29% ,11.19% ,5,0,1,4,5,2,6,0,0,0,2,0,0,0,0,0,2,0,0,
298,65+,Female,À quitté l'école à 16 ans,UK,Blanc,0.82562,-0.80615,0.14143,-0.15487,1.13407,18.83% ,11.19% ,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
300,35-44,Female,Université,UK,Blanc,0.13606,-0.30033,36,1.61108,0.41594,18.83% ,4.62% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
301,35-44,Female,Certificat ou diplome professionel,USA,Blanc,0.82562,-0.94779,-0.17779,0.43852,0.58489,16.29% ,8.97% ,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
302,25-34,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,-0.24649,-0.43999,35,0.13136,0.58489,14.64% ,4.62% ,3,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
303,35-44,Female,Doctorat,UK,Blanc,0.52135,-0.43999,-0.71727,0.59042,0.93949,16.29% ,8.97% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
304,55-64,Female,Certificat ou diplome professionel,UK,Blanc,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,18.83% ,11.62% ,6,0,0,1,6,2,5,0,0,0,0,0,0,0,0,2,1,0,0,
305,45-54,Female,Université,UK,Blanc,-0.34799,0.00332,37,-0.15487,0.93949,18.83% ,7.00% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
306,45-54,Female,Université,UK,Blanc,26,22,37,1.61108,0.12331,16.29% ,4.62% ,4,1,2,0,6,0,4,1,0,1,0,0,0,1,0,0,0,0,0,
307,35-44,Male,Matrise,UK,Blanc,0.22393,-1.23177,-0.84732,-1.07533,0.75830,14.64% ,8.97% ,5,0,1,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,
308,45-54,Male,Matrise,UK,Blanc,-0.46725,-0.57545,-0.71727,1.11406,0.75830,16.29% ,11.19% ,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,
309,35-44,Female,À quitté l'école à 18 ans,UK,Blanc,21,0.80523,-0.17779,-0.01729,1.63088,13.63% ,11.62% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
310,35-44,Male,Matrise,UK,Blanc,28,0.16767,-0.17779,0.59042,0.41594,14.64% ,3.77% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
311,45-54,Female,Université,UK,Blanc,24,-0.15487,-0.84732,0.13136,0.58489,14.64% ,4.62% ,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,4,0,1,
312,18-24,Female,À quitté l'école à 16 ans,UK,Blanc,1.13281,-0.57545,32,-0.30172,-0.14277,5.52% ,11.19% ,3,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,2,0,0,
313,45-54,Female,Matrise,UK,Blanc,-0.34799,0.00332,-0.45174,0.28783,0.12331,14.64% ,11.19% ,6,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
314,25-34,Female,Matrise,UK,Blanc,0.04257,1.74091,0.29338,0.59042,1.30612,13.63% ,11.19% ,5,1,1,0,6,0,5,1,0,1,0,0,0,1,0,1,5,0,0,
315,18-24,Female,À quitté l'école à 18 ans,Republique d'Ireland,Blanc,-0.58016,0.16767,-0.71727,0.13136,-0.14277,16.29% ,7.00% ,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,0,
316,45-54,Female,Doctorat,UK,Blanc,28,0.80523,0.58331,-0.01729,0.41594,16.29% ,11.19% ,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,
317,55-64,Female,Université,UK,Blanc,-0.46725,0.80523,1.06238,-0.45321,-0.78155,5.52% ,13.21% ,5,1,0,0,6,3,6,1,0,1,0,0,0,1,0,0,6,0,0,
318,35-44,Male,Université,UK,Noir,28,1.93886,-0.97631,-0.01729,1.13407,16.29% ,11.19% ,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,3,0,0,
319,25-34,Female,Certificat ou diplome professionel,UK,Blanc,0.04257,0.00332,-0.71727,0.28783,0.93949,14.64% ,7.00% ,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
320,45-54,Female,À quitté l'école à 16 ans,UK,Autre ,0.31287,-0.30033,37,-0.15487,0.58489,10.34% ,13.21% ,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
321,45-54,Female,Université,UK,Blanc,0.73545,-0.30033,-0.58331,-1.07533,-0.14277,14.64% ,7.00% ,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,
322,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,0.52135,-0.30033,-0.97631,1.81866,1.63088,14.64% ,3.77% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
323,18-24,Female,Université,UK,Blanc,28,0.47617,0.44585,0.94156,0.12331,18.83% ,13.21% ,5,0,2,0,6,2,6,0,0,0,0,0,2,0,0,0,2,0,0,
324,45-54,Male,À quitté l'école à 17 ans,UK,Blanc,0.91093,-1.09207,34,0.28783,-0.78155,16.29% ,11.62% ,6,1,1,0,6,2,5,1,0,1,1,0,0,1,0,1,1,0,0,
325,25-34,Female,Doctorat,UK,Blanc,0.22393,0.00332,1.43533,-0.91699,0.93949,13.63% ,11.19% ,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,
326,35-44,Female,Certificat ou diplome professionel,UK,Blanc,28,1.28610,-0.17779,0.94156,2.33337,13.63% ,11.19% ,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
327,35-44,Male,À quitté l'école à 18 ans,UK,Blanc,-0.58016,28,32,0.94156,0.41594,11.46% ,11.62% ,6,3,2,0,4,4,5,0,0,3,0,0,0,0,0,0,6,0,0,
328,45-54,Male,Matrise,UK,Blanc,20,1.58487,-0.01928,1.61108,1.30612,14.64% ,8.97% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,
329,25-34,Female,Certificat ou diplome professionel,UK,Blanc,0.22393,-0.30033,37,1.11406,-0.52745,14.64% ,3.77% ,5,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0,
330,45-54,Male,Certificat ou diplome professionel,UK,Blanc,-0.34799,0.47617,-0.97631,0.43852,-0.14277,11.46% ,11.83% ,4,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0,
331,45-54,Female,Certificat ou diplome professionel,UK,Blanc,26,0.47617,-0.71727,0.76096,0.75830,18.83% ,11.83% ,1,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
332,35-44,Male,À quitté l'école avant 16 ans,UK,Blanc,-0.24649,-0.43999,-0.97631,-0.45321,0.58489,14.64% ,8.97% ,6,2,2,2,6,2,6,6,2,3,0,2,0,2,0,2,6,0,0,
333,55-64,Female,À quitté l'école à 18 ans,Canada,Blanc,-0.46725,-0.43999,35,0.94156,0.75830,14.64% ,4.62% ,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
334,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,2.82196,26,-0.84732,0.43852,28,13.63% ,11.19% ,6,0,3,0,6,5,6,3,0,3,0,0,5,0,0,0,6,0,3,
335,65+,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,24,-0.43999,-0.97631,0.13136,0.12331,7.85% ,11.83% ,4,0,0,5,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
336,65+,Female,À quitté l'école à 16 ans,Canada,Blanc,-0.14882,-0.15487,36,-1.34289,-0.00665,18.83% ,11.19% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
337,25-34,Female,Matrise,UK,Blanc,0.41667,-0.57545,0.58331,0.43852,-1.01450,5.52% ,11.19% ,6,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,3,0,0,
338,45-54,Female,Matrise,UK,Noir,0.62967,0.16767,-0.17779,-0.01729,1.30612,18.83% ,8.97% ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
339,45-54,Female,Certificat ou diplome professionel,Canada,Blanc,-0.58016,0.32197,1.06238,31,0.41594,5.52% ,13.21% ,5,1,1,2,6,2,6,3,1,1,0,0,0,1,0,2,6,0,0,
340,35-44,Male,Doctorat,UK,Blanc,20,1.28610,0.29338,0.76096,1.46191,18.83% ,13.21% ,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
341,45-54,Female,Certificat ou diplome professionel,UK,Blanc,-0.14882,-0.30033,-0.58331,0.94156,0.75830,14.64% ,11.83% ,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
342,35-44,Female,Matrise,UK,Blanc,-0.46725,1.11406,0.88309,0.28783,0.41594,1.06% ,11.83% ,5,0,0,0,6,6,5,1,0,0,0,0,3,0,0,2,6,0,0,
343,55-64,Female,Certificat ou diplome professionel,UK,Blanc,21,0.96248,-0.31776,0.94156,1.81175,1.06% ,4.62% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
344,55-64,Female,Certificat ou diplome professionel,UK,Blanc,0.62967,0.00332,-0.01928,-0.15487,0.58489,13.63% ,11.19% ,1,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
345,18-24,Female,À quitté l'école avant 16 ans,UK,Blanc,0.22393,-0.15487,-0.01928,-0.15487,-0.40581,10.34% ,8.97% ,5,2,3,6,6,6,5,4,2,3,3,0,3,2,2,2,6,0,0,
346,35-44,Female,Matrise,UK,Blanc,20,0.16767,1.43533,1.81866,1.13407,16.29% ,8.97% ,1,1,1,1,6,1,5,1,1,1,1,0,0,1,1,1,6,0,1,
347,35-44,Female,Université,UK,Blanc,0.04257,0.47617,-0.17779,0.94156,0.25953,13.63% ,11.83% ,2,2,2,2,6,2,6,2,0,2,0,0,2,2,0,2,6,0,1,
348,45-54,Female,Université,UK,Blanc,-0.14882,1.74091,1.65653,2.46262,0.25953,5.52% ,11.14% ,6,1,0,0,6,3,5,0,0,0,0,0,4,1,0,0,6,0,0,
349,45-54,Male,Matrise,UK,Blanc,27,0.80523,-0.01928,-0.01729,0.41594,14.64% ,4.62% ,2,2,1,2,6,1,6,1,0,1,2,0,0,1,2,1,0,0,0,
350,45-54,Male,Certificat ou diplome professionel,UK,Noir,-0.58016,0.32197,-0.45174,-0.15487,0.25953,18.83% ,7.00% ,6,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
351,45-54,Male,Université,UK,Blanc,0.52135,-0.69509,-0.58331,0.13136,-0.14277,18.83% ,13.21% ,5,1,1,1,6,3,5,2,0,1,0,0,0,1,0,1,6,0,1,
352,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,1.02119,-0.57545,0.88309,1.28610,-0.65253,10.34% ,11.83% ,4,2,1,4,6,2,5,2,2,2,2,2,0,1,2,1,6,0,1,
353,35-44,Male,Certificat ou diplome professionel,UK,Blanc,0.41667,0.16767,-0.01928,-0.45321,-0.52745,18.83% ,13.21% ,5,2,1,4,5,4,4,2,2,1,2,0,1,2,3,2,2,0,5,
354,45-54,Male,Université,UK,Blanc,-0.14882,-0.69509,0.44585,0.76096,31,13.63% ,11.83% ,1,1,1,1,6,1,5,1,1,1,1,0,0,1,1,1,1,0,1,
355,25-34,Male,À quitté l'école à 16 ans,UK,Blanc,-0.46725,0.00332,-0.17779,-0.60633,0.41594,11.46% ,8.97% ,2,2,2,0,5,2,5,2,0,2,0,2,0,2,0,2,2,0,0,
356,35-44,Male,Certificat ou diplome professionel,UK,Blanc,0.22393,-0.15487,-0.01928,0.28783,-0.27607,16.29% ,13.21% ,2,1,1,2,6,1,5,2,2,1,2,1,0,1,2,1,3,0,0,
357,25-34,Male,À quitté l'école avant 16 ans,UK,Blanc,0.62967,0.00332,1.24033,1.81866,0.93949,5.52% ,5.46% ,6,1,2,3,6,3,6,2,3,3,2,3,0,1,3,1,6,0,1,
358,45-54,Male,Université,UK,Blanc,25,-0.15487,37,1.45039,0.41594,16.29% ,11.62% ,6,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0,
359,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,2.46262,-1.23177,-0.97631,31,29,5.52% ,5.46% ,3,3,1,1,5,3,5,3,0,3,1,1,3,1,0,1,6,0,1,
360,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.41667,-0.80615,0.88309,0.13136,-0.40581,11.46% ,11.83% ,2,2,2,2,6,2,6,2,0,2,0,2,0,2,0,2,2,0,1,
361,25-34,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.58016,1.58487,0.58331,0.13136,0.41594,7.85% ,5.46% ,5,2,2,2,6,2,5,2,2,2,2,2,0,2,2,0,3,0,2,
362,45-54,Female,Université,UK,Blanc,0.52135,0.80523,-0.01928,0.13136,-0.14277,18.83% ,11.62% ,2,1,1,1,6,2,5,1,0,2,0,0,0,1,0,1,2,0,0,
363,35-44,Female,Certificat ou diplome professionel,UK,Blanc,0.62967,0.63779,1.06238,0.94156,1.30612,10.34% ,13.21% ,5,5,2,4,6,3,4,3,2,3,2,2,0,1,2,1,6,0,2,
364,45-54,Male,Université,UK,Blanc,0.41667,0.32197,-0.17779,0.59042,0.41594,16.29% ,11.19% ,2,1,1,2,6,2,5,1,2,1,2,0,0,1,2,1,6,0,1,
365,45-54,Female,Certificat ou diplome professionel,UK,Blanc,1.23461,-0.15487,37,0.76096,0.41594,14.64% ,3.77% ,5,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
366,35-44,Female,Doctorat,UK,Blanc,0.41667,-0.15487,0.14143,-0.01729,-0.52745,18.83% ,11.83% ,5,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,
367,45-54,Male,Certificat ou diplome professionel,UK,Asiatique ,-0.14882,0.00332,-0.58331,-0.45321,-1.25773,14.64% ,4.62% ,5,0,0,1,6,1,4,0,0,0,0,0,0,0,0,0,2,0,0,
368,35-44,Female,Université,UK,Asiatique ,26,0.47617,-0.17779,-0.15487,0.58489,14.64% ,7.00% ,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
369,45-54,Female,Université,UK,Blanc,25,0.47617,0.29338,0.43852,0.25953,13.63% ,11.83% ,5,0,0,5,6,2,5,0,0,0,0,0,0,1,2,1,2,0,0,
370,25-34,Male,Certificat ou diplome professionel,UK,Blanc,-0.05188,-0.94779,34,0.13136,0.75830,18.83% ,8.97% ,6,1,0,0,6,6,5,1,0,0,0,0,0,0,0,0,6,0,0,
371,25-34,Female,Université,UK,Blanc,1.23461,0.32197,0.29338,0.76096,-0.65253,13.63% ,11.83% ,3,2,2,5,6,2,5,2,2,1,2,0,0,1,0,0,6,0,2,
372,18-24,Male,À quitté l'école à 18 ans,Canada,Blanc,0.22393,0.32197,0.14143,-0.91699,-0.27607,16.29% ,11.62% ,5,2,0,0,6,6,0,0,0,2,0,0,2,2,0,3,6,0,0,
373,35-44,Female,Université,UK,Blanc,1.02119,2.32338,1.65653,-1.34289,0.41594,7.85% ,5.46% ,5,0,0,3,6,2,6,1,0,2,0,0,0,0,0,1,6,0,0,
374,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,0.91093,0.96248,-1.11902,0.59042,0.25953,18.83% ,13.21% ,5,2,2,0,4,3,5,3,0,2,0,3,3,2,0,2,5,0,0,
375,45-54,Male,Université,UK,Blanc,-0.34799,27,0.72330,-0.91699,0.12331,18.83% ,11.19% ,6,1,1,0,6,4,5,1,0,3,0,0,1,1,0,2,0,0,0,
376,55-64,Female,Matrise,UK,Blanc,-0.24649,1.28610,0.88309,1.61108,1.13407,16.29% ,7.00% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
377,65+,Male,Certificat ou diplome professionel,UK,Blanc,0.13606,0.16767,0.29338,-1.34289,1.46191,14.64% ,8.97% ,6,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
378,45-54,Female,Matrise,UK,Blanc,27,0.00332,-0.71727,0.13136,0.93949,16.29% ,13.21% ,5,0,0,0,6,2,5,1,0,0,0,0,0,0,0,0,2,0,0,
379,25-34,Female,Université,UK,Blanc,-0.46725,-0.57545,34,0.43852,-0.52745,16.29% ,7.00% ,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,
380,25-34,Male,Matrise,Autre,Blanc,0.82562,-0.94779,0.58331,0.59042,0.75830,11.46% ,11.83% ,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
381,45-54,Female,Certificat ou diplome professionel,UK,Blanc,0.82562,-0.43999,0.72330,-0.01729,0.25953,18.83% ,11.83% ,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,
382,35-44,Male,Université,UK,Blanc,-0.46725,1.11406,-0.31776,-0.60633,0.12331,13.63% ,11.19% ,2,2,2,2,6,2,5,2,2,2,0,2,0,1,2,2,2,0,0,
383,35-44,Male,À quitté l'école à 16 ans,Autre,Blanc,-0.34799,-0.57545,-1.11902,-0.91699,-0.78155,7.85% ,11.19% ,4,1,1,0,6,6,6,1,0,1,0,0,0,1,0,1,6,0,1,
384,35-44,Female,Matrise,Autre,Blanc,28,0.16767,-0.17779,-0.30172,0.75830,13.63% ,13.21% ,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,
385,45-54,Female,Université,UK,Blanc,0.13606,-0.30033,-0.45174,1.11406,0.75830,1.06% ,11.19% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
386,45-54,Female,Université,UK,Noir,-0.24649,0.16767,-0.97631,0.76096,0.58489,13.63% ,4.62% ,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
387,25-34,Male,Certificat ou diplome professionel,UK,Blanc,-0.58016,-0.43999,29,0.13136,-0.40581,16.29% ,11.83% ,5,0,2,0,6,2,6,2,0,2,0,0,0,2,0,0,6,0,0,
388,45-54,Male,À quitté l'école à 18 ans,UK,Blanc,19,0.47617,-1.11902,1.61108,0.58489,16.29% ,11.19% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
389,25-34,Male,Université,UK,Noir,24,0.32197,-0.58331,-1.34289,2.04506,16.29% ,11.62% ,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
390,35-44,Male,Certificat ou diplome professionel,UK,Blanc,0.13606,-0.30033,0.14143,-0.15487,-0.27607,18.83% ,8.97% ,3,0,0,0,6,1,6,0,0,0,0,0,0,0,1,0,6,0,0,
391,25-34,Male,Doctorat,UK,Blanc,-0.58016,0.32197,-0.17779,0.13136,0.58489,14.64% ,4.62% ,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,4,0,0,
392,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.67825,-0.43999,0.29338,0.13136,-0.00665,13.63% ,8.97% ,2,0,1,3,6,1,6,1,0,0,0,0,0,0,3,0,6,0,0,
393,25-34,Female,Université,UK,Blanc,0.62967,0.00332,0.14143,0.28783,0.12331,16.29% ,11.19% ,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,
394,35-44,Female,À quitté l'école à 17 ans,UK,Blanc,-0.46725,0.32197,-0.58331,-0.01729,1.13407,16.29% ,7.00% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
395,25-34,Female,Certificat ou diplome professionel,UK,Blanc,28,-0.15487,30,-0.60633,1.46191,14.64% ,3.77% ,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,
396,25-34,Male,Certificat ou diplome professionel,UK,Blanc,23,0.63779,-0.17779,-0.76096,1.81175,11.46% ,13.21% ,6,2,1,0,6,1,6,2,1,3,0,2,0,2,1,2,5,0,1,
397,35-44,Male,Université,UK,Blanc,0.22393,1.28610,-0.45174,33,-0.78155,5.52% ,11.14% ,6,1,1,1,4,2,5,3,0,3,0,0,3,1,0,1,5,0,0,
398,35-44,Female,Université,UK,Blanc,20,0.63779,-0.97631,-0.30172,0.58489,18.83% ,11.19% ,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,1,1,0,0,
399,45-54,Male,Certificat ou diplome professionel,UK,Blanc,0.13606,0.47617,-0.84732,33,0.41594,7.85% ,11.14% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,
400,25-34,Female,Matrise,UK,Blanc,28,0.32197,0.29338,-1.34289,0.93949,10.34% ,11.19% ,6,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,6,0,1,
401,45-54,Male,Matrise,UK,Blanc,27,1.28610,1.43533,0.94156,0.58489,16.29% ,7.00% ,1,1,1,0,5,1,6,1,0,1,0,1,0,0,0,1,4,0,1,
402,25-34,Female,À quitté l'école à 18 ans,UK,Blanc,-0.14882,-0.15487,32,0.59042,0.75830,16.29% ,8.97% ,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,
403,45-54,Male,À quitté l'école à 16 ans,UK,Blanc,0.13606,-1.09207,-0.45174,32,-0.65253,5.52% ,11.14% ,5,2,2,0,6,6,6,2,0,2,0,2,2,2,0,2,6,0,0,
